,wallet,buy_amount,sell_amount,buy_volume,sell_volume,buy_times,sell_times,profit,profit_rate
0,0x96378eb140051db7d5553a1793d73280af1192a6,0.0,469940806.61728925,0.0,31942.68925518689,0,294,31942.68925518689,0.0
1,0x1922ac9b0ce5d6b3048a4f19d77d914623a5ba09,0.0,93580748.15329868,0.0,25217.344160467506,0,88,25217.344160467506,0.0
2,0x3e1509a49fedf1066d5508ef17936c28abf70231,0.0,13035880.90747537,0.0,6752.392308409602,0,8,6752.392308409602,0.0
3,0x73459ef0a33ea718211e91504e9caebec0e6e667,31431293.657477677,7261585.478453562,299.249824041055,3879.657391283865,3,4,4683.246864878627,15.649956954481345
4,0xa52403a72ca99002b1a8f76e533370fb747ecce0,48140922.824724436,34387099.111727186,1344.3658859109319,5200.488565283852,7,51,4483.695721260641,3.335175169386661
5,0x01b74e2434853c74d342765a1ff188fd7e1bc475,0.0,15792855.24689969,0.0,3877.2819133872486,0,12,3877.2819133872486,0.0
6,0x8cabf8c249f55e6f597439198e22ca79af947816,26619290.733141176,9893520.459019601,51.190845684804316,3025.080732678202,2,12,3737.0698395564427,73.00269783715976
7,0xa0241cd3cad43bd69e811e8fbedcdcaf5a8ba482,12623696.609295126,11146819.610437669,76.94977892039887,3612.726516767848,1,33,3603.165139066459,46.82489267180057
8,0xd47bdb2b9660778ba859a995f5d9ceb3c7693a4a,49044335.96202825,34444139.80793911,8075.352265537174,10686.379856724814,26,53,3277.219750094002,0.4058299430577225
9,0xd9b47057d6fa044ab3e62a55bd81aa82d1b30bee,78365861.19663888,709264.8691812444,565.4137167156227,64.39117712033514,2,7,3042.3692761523,5.380784346415976
10,0x33d744ef41c6644c6caaabc1510fe09997fd76b9,874071.4884736399,12327812.426217288,47.67574050352958,2837.3259171620875,1,23,2789.650176658558,58.512991034759736
11,0x5be608263ca515d597284d65e6c51c307ec461db,0.0,14338725.665504545,0.0,2675.7049803684404,0,12,2675.7049803684404,0.0
12,0x612d50f966d884867db0a11fe28afe7088ef9c8d,0.0,49955075.39934397,0.0,2638.56402621523,0,26,2638.56402621523,0.0
13,0xf444de0c5aaf871a882c09bac9447c66a54ac2d4,4942452.006042984,4825691.423817062,580.510195356138,3153.5099496414646,3,19,2578.327421360982,4.441485165956819
14,0x1a4f75a9458cc029ceda181fd1ea7fa5097bc7c9,696625.2290302479,15385740.668782774,51.74699276189262,2543.4147710254333,1,108,2491.667778263541,48.15096772345094
